Time (Seconds),X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8
27.68,,,,0.495618,1.057682,0.318704,,,,,,,,,,,,,,,,,,
27.69,,,,0.495704,1.05769,0.317698,,,,,,,,,,,,,,,,,,
27.7,,,,0.495375,1.057802,0.316945,,,,,,,,,,,,,,,,,,
27.71,,,,0.495192,1.057786,0.316082,,,,,,,,,,,,,,,,,,
27.72,,,,0.495228,1.05805,0.315668,,,,,,,,,,,,,,,,,,
27.73,,,,0.495087,1.058078,0.314976,,,,,,,,,,,,,,,,,,
27.74,,,,0.495004,1.057979,0.313712,,,,,,,,,,,,,,,,,,
27.75,,,,0.494892,1.058229,0.313437,,,,,,,,,,,,,,,,,,
27.76,,,,0.494834,1.058351,0.31269,,,,,,,,,,,,,,,,,,
27.77,,,,0.494671,1.058375,0.311971,,,,,,,,,,,,,,,,,,
27.78,,,,0.494338,1.058554,0.311348,,,,,,,,,,,,,,,,,,
27.79,,,,0.494106,1.058712,0.310807,,,,,,,,,,,,,,,,,,
27.8,,,,0.49431,1.058794,0.309897,,,,,,,,,,,,,,,,,,
27.81,,,,0.494176,1.058857,0.309236,,,,,,,,,,,,,,,,,,
27.82,,,,0.494001,1.058931,0.30851,,,,,,,,,,,,,,,,,,
27.83,,,,0.493661,1.05915,0.307866,,,,,,,,,,,,,,,,,,
27.84,,,,0.493625,1.059312,0.307099,,,,,,,,,,,,,,,,,,
27.85,,,,0.493413,1.059494,0.306605,,,,,,,,,,,,,,,,,,
27.86,,,,0.493541,1.059584,0.305938,,,,,,,,,,,,,,,,,,
27.87,,,,0.49322,1.059777,0.305272,,,,,,,,,,,,,,,,,,
27.88,,,,0.493121,1.059871,0.304695,,,,,,,,,,,,,,,,,,
27.89,,,,0.494154,1.060421,0.304457,,,,,,,,,,,,,,,,,,
27.9,,,,0.494047,1.060492,0.303849,,,,,,,,,,,,,,,,,,
27.91,,,,0.491613,1.060568,0.303271,,,,,,,,,,,,,,,,,,
27.92,,,,0.493694,1.060827,0.302901,,,,,,,,,,,,,,,,,,
27.93,,,,0.49407,1.060966,0.302408,,,,,,,,,,,,,,,,,,
27.94,,,,0.494217,1.061212,0.301803,,,,,,,,,,,,,,,,,,
27.95,,,,0.494283,1.061329,0.301393,,,,,,,,,,,,,,,,,,
27.96,,,,0.494922,1.061139,0.301476,,,,,,,,,,,,,,,,,,
27.97,,,,0.495045,1.061301,0.301227,,,,,,,,,,,,,,,,,,
27.98,,,,0.495092,1.061377,0.300904,,,,,,,,,,,,,,,,,,
27.99,,,,0.4948,1.061685,0.300552,,,,,,,,,,,,,,,,,,
28,,,,0.495296,1.061764,0.300087,,,,,,,,,,,,,,,,,,
28.01,,,,0.495566,1.062018,0.299651,,,,,,,,,,,,,,,,,,
28.02,,,,0.495674,1.06215,0.299334,,,,,,,,,,,,,,,,,,
28.03,,,,0.49582,1.062269,0.299032,,,,,,,,,,,,,,,,,,
28.04,,,,0.495994,1.062433,0.298757,,,,,,,,,,,,,,,,,,
28.05,,,,0.490191,1.060905,0.29567,,,,,,,,,,,,,,,,,,
28.06,,,,0.490275,1.060961,0.29502,,,,,,,,,,,,,,,,,,
28.07,,,,0.490286,1.061018,0.294574,,,,,,,,,,,,,,,,,,
28.08,,,,0.490301,1.061062,0.29411,,,,,,,,,,,,,,,,,,
28.09,,,,0.485831,1.065749,0.297342,,,,,,,,,,,,,,,,,,
28.1,,,,0.497006,1.063242,0.296457,,,,,,,,,,,,,,,,,,
28.11,,,,0.497143,1.063341,0.296187,,,,,,,,,,,,,,,,,,
28.12,,,,0.485276,1.066402,0.296461,,,,,,,,,,,,,,,,,,
28.13,,,,0.494779,1.062547,0.291948,,,,,,,,,,,,,,,,,,
28.14,,,,0.48507,1.066836,0.295608,,,,,,,,,,,,,,,,,,
28.15,,,,0.484849,1.06705,0.295263,0.494963,1.062725,0.290775,,,,,,,,,,,,,,,
28.16,,,,,,,0.49035,1.06147,0.290022,,,,,,,,,,,,,,,
28.17,,,,,,,,,,,,,,,,,,,,,,,,
28.18,,,,,,,0.489902,1.061975,0.289061,,,,,,,,,,,,,,,
28.19,,,,,,,,,,,,,,,,,,,,,,,,
28.2,,,,,,,,,,,,,,,,,,,,,,,,
28.21,,,,,,,0.489903,1.062406,0.287337,,,,,,,,,,,,,,,
28.22,,,,,,,0.48988,1.062606,0.286835,,,,,,,,,,,,,,,
28.23,,,,,,,0.490063,1.062639,0.286128,,,,,,,,,,,,,,,
28.24,,,,,,,0.495612,1.06454,0.285837,,,,,,,,,,,,,,,
28.25,,,,,,,,,,,,,,,,,,,,,,,,
28.26,,,,,,,0.489637,1.063737,0.284741,,,,,,,,,,,,,,,
28.27,,,,,,,0.489801,1.063805,0.284081,,,,,,,,,,,,,,,
28.28,,,,,,,0.495184,1.065578,0.283814,,,,,,,,,,,,,,,
28.29,,,,,,,0.489377,1.064368,0.283202,,,,,,,,,,,,,,,
28.3,,,,,,,0.48927,1.064538,0.282794,,,,,,,,,,,,,,,
28.31,,,,,,,0.489431,1.064526,0.282209,,,,,,,,,,,,,,,
28.32,,,,,,,0.489323,1.064651,0.281814,,,,,,,,,,,,,,,
28.33,,,,,,,,,,,,,,,,,,,,,,,,
28.34,,,,,,,,,,,,,,,,,,,,,,,,
28.35,,,,,,,,,,,,,,,,,,,,,,,,
28.36,,,,,,,,,,,,,,,,,,,,,,,,
28.37,,,,,,,,,,,,,,,,,,,,,,,,
28.38,,,,,,,0.488958,1.065068,0.279851,,,,,,,,,,,,,,,
28.39,,,,,,,0.48877,1.065274,0.279631,,,,,,,,,,,,,,,
28.4,,,,,,,0.488773,1.065375,0.279345,,,,,,,,,,,,,,,
28.41,,,,,,,0.48873,1.065485,0.279062,,,,,,,,,,,,,,,
28.42,,,,,,,0.488529,1.065781,0.278749,,,,,,,,,,,,,,,
28.43,,,,,,,0.492949,1.062514,0.275043,,,,,,,,,,,,,,,
28.44,,,,,,,0.492892,1.062622,0.274669,,,,,,,,,,,,,,,
28.45,,,,,,,,,,,,,,,,,,,,,,,,
28.46,,,,,,,,,,,,,,,,,,,,,,,,
28.47,,,,,,,0.492534,1.063302,0.273641,,,,,,,,,,,,,,,
28.48,,,,,,,,,,,,,,,,,,,,,,,,
28.49,,,,,,,,,,,,,,,,,,,,,,,,
28.5,,,,,,,,,,,,,,,,,,,,,,,,
28.51,,,,,,,,,,,,,,,,,,,,,,,,
28.52,,,,,,,,,,,,,,,,,,,,,,,,
28.53,,,,,,,,,,,,,,,,,,,,,,,,
28.54,,,,,,,,,,,,,,,,,,,,,,,,
28.55,,,,,,,,,,,,,,,,,,,,,,,,
28.56,,,,,,,,,,,,,,,,,,,,,,,,
28.57,,,,,,,,,,,,,,,,,,,,,,,,
28.58,,,,,,,,,,,,,,,,,,,,,,,,
28.59,,,,,,,,,,,,,,,,,,,,,,,,
28.6,,,,,,,,,,,,,,,,,,,,,,,,
28.61,,,,,,,,,,,,,,,,,,,,,,,,
28.62,,,,,,,,,,,,,,,,,,,,,,,,
28.63,,,,,,,,,,,,,,,,,,,,,,,,
28.64,,,,,,,,,,,,,,,,,,,,,,,,
28.65,,,,,,,,,,,,,,,,,,,,,,,,
28.66,,,,,,,,,,,,,,,,,,,,,,,,
28.67,,,,,,,,,,,,,,,,,,,,,,,,
28.68,,,,,,,,,,,,,,,,,,,,,,,,
28.69,,,,,,,,,,,,,,,,,,,,,,,,
28.7,,,,,,,,,,,,,,,,,,,,,,,,
28.71,,,,,,,,,,,,,,,,,,,,,,,,
28.72,,,,,,,,,,,,,,,,,,,,,,,,
28.73,,,,,,,,,,,,,,,,,,,,,,,,
28.74,,,,,,,,,,,,,,,,,,,,,,,,
28.75,,,,,,,,,,,,,,,,,,,,,,,,
28.76,,,,,,,,,,,,,,,,,,,,,,,,
28.77,,,,,,,,,,,,,,,,,,,,,,,,
28.78,,,,,,,,,,,,,,,,,,,,,,,,
28.79,,,,,,,,,,,,,,,,,,,,,,,,
28.8,,,,,,,,,,,,,,,,,,,,,,,,
28.81,,,,,,,,,,,,,,,,,,,,,,,,
28.82,,,,,,,,,,,,,,,,,,,,,,,,
28.83,,,,,,,,,,,,,,,,,,,,,,,,
28.84,,,,,,,,,,,,,,,,,,,,,,,,
28.85,,,,,,,,,,,,,,,,,,,,,,,,
28.86,,,,,,,,,,,,,,,,,,,,,,,,
28.87,,,,,,,,,,,,,,,,,,,,,,,,
28.88,,,,,,,,,,,,,,,,,,,,,,,,
28.89,,,,,,,,,,,,,,,,,,,,,,,,
28.9,,,,,,,,,,,,,,,,,,,,,,,,
28.91,,,,,,,,,,,,,,,,,,,,,,,,
28.92,,,,,,,,,,,,,,,,,,,,,,,,
28.93,,,,,,,,,,0.494171,1.073332,0.265992,,,,,,,,,,,,
28.94,,,,,,,,,,0.494205,1.073597,0.265985,,,,,,,,,,,,
28.95,,,,,,,,,,0.494236,1.073874,0.266014,,,,,,,,,,,,
28.96,,,,,,,,,,0.494256,1.0742,0.266074,,,,,,,,,,,,
28.97,,,,,,,,,,0.494044,1.074786,0.26625,,,,,,,,,,,,
28.98,,,,,,,,,,0.494074,1.07516,0.266324,,,,,,,,,,,,
28.99,,,,,,,,,,0.494235,1.075564,0.266193,,,,,,,,,,,,
29,,,,,,,,,,0.494254,1.075886,0.266249,,,,,,,,,,,,
29.01,,,,,,,,,,0.494285,1.076201,0.266337,,,,,,,,,,,,
29.02,,,,,,,,,,0.49432,1.076509,0.266417,,,,,,,,,,,,
29.03,,,,,,,,,,0.494312,1.076775,0.266474,,,,,,,,,,,,
29.04,,,,,,,,,,0.494049,1.07729,0.266635,,,,,,,,,,,,
29.05,,,,,,,,,,0.493668,1.077706,0.266962,,,,,,,,,,,,
29.06,,,,,,,,,,0.493609,1.077952,0.266983,,,,,,,,,,,,
29.07,,,,,,,,,,0.493684,1.078206,0.2668,,,,,,,,,,,,
29.08,,,,,,,,,,0.493613,1.078421,0.266817,,,,,,,,,,,,
29.09,,,,,,,,,,0.49356,1.078654,0.266845,,,,,,,,,,,,
29.1,,,,,,,,,,0.493499,1.07892,0.266885,,,,,,,,,,,,
29.11,,,,,,,,,,0.493262,1.079505,0.26709,,,,,,,,,,,,
29.12,,,,,,,,,,0.49325,1.079918,0.267203,,,,,,,,,,,,
29.13,,,,,,,,,,0.493236,1.080328,0.267345,,,,,,,,,,,,
29.14,,,,,,,,,,0.493373,1.080813,0.267328,,,,,,,,,,,,
29.15,,,,,,,,,,0.493395,1.081302,0.267545,,,,,,,,,,,,
29.16,,,,,,,,,,0.492837,1.082258,0.268261,,,,,,,,,,,,
29.17,,,,,,,,,,0.492818,1.082833,0.268542,,,,,,,,,,,,
29.18,,,,,,,,,,0.492893,1.083424,0.268597,,,,,,,,,,,,
29.19,,,,,,,,,,0.492813,1.083967,0.268837,,,,,,,,,,,,
29.2,,,,,,,,,,0.492503,1.084743,0.269184,,,,,,,,,,,,
29.21,,,,,,,,,,0.492051,1.085477,0.269727,,,,,,,,,,,,
29.22,,,,,,,,,,0.49187,1.08605,0.26996,,,,,,,,,,,,
29.23,,,,,,,,,,0.491772,1.086616,0.269968,,,,,,,,,,,,
29.24,,,,,,,,,,0.491289,1.087427,0.270353,,,,,,,,,,,,
29.25,,,,,,,,,,0.490659,1.088221,0.270941,,,,,,,,,,,,
29.26,,,,,,,,,,0.490491,1.088894,0.271026,,,,,,,,,,,,
29.27,,,,,,,,,,0.489653,1.089994,0.271859,,,,,,,,,,,,
29.28,,,,,,,,,,0.489332,1.090728,0.272314,,,,,,,,,,,,
29.29,,,,,,,,,,0.489025,1.091505,0.272873,,,,,,,,,,,,
29.3,,,,,,,,,,0.48861,1.092482,0.273616,,,,,,,,,,,,
29.31,,,,,,,,,,0.488114,1.094153,0.275429,,,,,,,,,,,,
29.32,,,,,,,,,,0.487719,1.095068,0.276421,,,,,,,,,,,,
29.33,,,,,,,,,,0.487634,1.095944,0.277164,,,,,,,,,,,,
29.34,,,,,,,,,,0.487146,1.097288,0.2779,,,,,,,,,,,,
29.35,,,,,,,,,,0.487231,1.098523,0.278613,,,,,,,,,,,,
29.36,,,,,,,,,,0.487597,1.099438,0.278407,,,,,,,,,,,,
29.37,,,,,,,,,,0.486987,1.101557,0.279755,,,,,,,,,,,,
29.38,,,,,,,,,,0.486884,1.103379,0.280326,,,,,,,,,,,,
29.39,,,,,,,,,,0.486509,1.10509,0.281229,,,,,,,,,,,,
29.4,,,,,,,,,,0.4864,1.106617,0.281549,,,,,,,,,,,,
29.41,,,,,,,,,,0.485685,1.108976,0.283167,,,,,,,,,,,,
29.42,,,,,,,,,,0.485488,1.110564,0.28384,,,,,,,,,,,,
29.43,,,,,,,,,,0.484746,1.112573,0.284356,,,,,,,,,,,,
29.44,,,,,,,,,,0.483992,1.114619,0.28519,,,,,,,,,,,,
29.45,,,,,,,,,,0.483753,1.116804,0.28588,,,,,,,,,,,,
29.46,,,,,,,,,,0.483329,1.119015,0.286576,,,,,,,,,,,,
29.47,,,,,,,,,,0.483457,1.121292,0.287176,,,,,,,,,,,,
29.48,,,,,,,,,,0.483132,1.123711,0.28799,,,,,,,,,,,,
29.49,,,,,,,,,,0.483148,1.126242,0.288638,,,,,,,,,,,,
29.5,,,,,,,,,,0.483152,1.128769,0.289236,,,,,,,,,,,,
29.51,,,,,,,,,,0.482883,1.131197,0.290013,,,,,,,,,,,,
29.52,,,,,,,,,,0.482771,1.133433,0.290827,,,,,,,,,,,,
29.53,,,,,,,,,,0.482257,1.135308,0.291807,,,,,,,,,,,,
29.54,,,,,,,,,,0.482563,1.136917,0.292409,,,,,,,,,,,,
29.55,,,,,,,,,,0.482017,1.138277,0.293783,,,,,,,,,,,,
29.56,,,,,,,,,,0.48198,1.138974,0.294796,,,,,,,,,,,,
29.57,,,,,,,,,,0.481599,1.13949,0.295955,,,,,,,,,,,,
29.58,,,,,,,,,,0.481643,1.13969,0.296962,,,,,,,,,,,,
29.59,,,,,,,,,,0.481543,1.139877,0.297978,,,,,,,,,,,,
29.6,,,,,,,,,,0.481194,1.13994,0.299032,,,,,,,,,,,,
29.61,,,,,,,,,,0.481032,1.139826,0.300169,,,,,,,,,,,,
29.62,,,,,,,,,,0.480872,1.139706,0.30124,,,,,,,,,,,,
29.63,,,,,,,,,,0.480883,1.139588,0.302371,,,,,,,,,,,,
29.64,,,,,,,,,,0.480813,1.139377,0.303546,,,,,,,,,,,,
29.65,,,,,,,,,,0.480736,1.139154,0.304777,,,,,,,,,,,,
29.66,,,,,,,,,,0.48072,1.138927,0.30588,,,,,,,,,,,,
29.67,,,,,,,,,,0.480924,1.138645,0.306924,,,,,,,,,,,,
29.68,,,,,,,,,,0.480707,1.138402,0.307979,,,,,,,,,,,,
29.69,,,,,,,,,,0.480662,1.138097,0.308987,,,,,,,,,,,,
29.7,,,,,,,,,,0.480816,1.137728,0.309826,,,,,,,,,,,,
29.71,,,,,,,,,,0.480638,1.137346,0.310793,,,,,,,,,,,,
29.72,,,,,,,,,,0.480336,1.137054,0.311638,,,,,,,,,,,,
29.73,,,,,,,,,,0.480437,1.136625,0.312429,,,,,,,,,,,,
29.74,,,,,,,,,,0.480219,1.136213,0.313242,,,,,,,,,,,,
29.75,,,,,,,,,,0.480283,1.1358,0.313977,,,,,,,,,,,,
29.76,,,,,,,,,,0.479919,1.135421,0.314894,,,,,,,,,,,,
29.77,,,,,,,,,,0.47982,1.13502,0.315607,,,,,,,,,,,,
29.78,,,,,,,,,,0.479893,1.134563,0.316258,,,,,,,,,,,,
29.79,,,,,,,,,,0.479806,1.13414,0.316997,,,,,,,,,,,,
29.8,,,,,,,,,,0.479557,1.133787,0.317662,,,,,,,,,,,,
29.81,,,,,,,,,,0.479725,1.133233,0.318196,,,,,,,,,,,,
29.82,,,,,,,,,,0.479634,1.132751,0.318873,,,,,,,,,,,,
29.83,,,,,,,,,,0.479758,1.132234,0.319391,,,,,,,,,,,,
29.84,,,,,,,,,,0.479666,1.131681,0.319947,,,,,,,,,,,,
29.85,,,,,,,,,,0.479564,1.13122,0.320404,,,,,,,,,,,,
29.86,,,,,,,,,,0.479625,1.130648,0.320905,,,,,,,,,,,,
29.87,,,,,,,,,,0.479113,1.130065,0.321488,,,,,,,,,,,,
29.88,,,,,,,,,,0.479027,1.129503,0.321861,,,,,,,,,,,,
29.89,,,,,,,,,,0.479058,1.128805,0.322328,,,,,,,,,,,,
29.9,,,,,,,,,,0.479008,1.128187,0.322803,,,,,,,,,,,,
29.91,,,,,,,,,,0.479174,1.127598,0.323169,,,,,,,,,,,,
29.92,,,,,,,,,,0.479163,1.127023,0.323574,,,,,,,,,,,,
29.93,,,,,,,,,,0.47918,1.126513,0.323891,,,,,,,,,,,,
29.94,,,,,,,,,,0.479359,1.125916,0.324183,,,,,,,,,,,,
29.95,,,,,,,,,,0.479231,1.125411,0.324478,,,,,,,,,,,,
29.96,,,,,,,,,,0.479178,1.124914,0.324702,,,,,,,,,,,,
29.97,,,,,,,,,,0.479261,1.124353,0.324896,,,,,,,,,,,,
29.98,,,,,,,,,,0.479179,1.123758,0.32517,,,,,,,,,,,,
29.99,,,,,,,,,,0.479171,1.12323,0.32535,,,,,,,,,,,,
30,,,,,,,,,,0.479417,1.122548,0.32555,,,,,,,,,,,,
30.01,,,,,,,,,,0.479403,1.121826,0.325899,,,,,,,,,,,,
30.02,,,,,,,,,,0.479469,1.121154,0.326183,,,,,,,,,,,,
30.03,,,,,,,,,,0.479611,1.120333,0.326546,,,,,,,,,,,,
30.04,,,,,,,,,,0.479569,1.119591,0.326837,,,,,,,,,,,,
30.05,,,,,,,,,,0.479512,1.11874,0.327117,,,,,,,,,,,,
30.06,,,,,,,,,,0.479366,1.117989,0.327264,,,,,,,,,,,,
30.07,,,,,,,,,,0.479174,1.117147,0.3274,,,,,,,,,,,,
30.08,,,,,,,,,,0.479088,1.116206,0.327613,,,,,,,,,,,,
30.09,,,,,,,,,,0.47898,1.115364,0.32776,,,,,,,,,,,,
30.1,,,,,,,,,,0.478999,1.114406,0.328029,,,,,,,,,,,,
30.11,,,,,,,,,,0.478713,1.113716,0.328374,,,,,,,,,,,,
30.12,,,,,,,,,,0.478789,1.112847,0.328698,,,,,,,,,,,,
30.13,,,,,,,,,,0.478808,1.11214,0.329069,,,,,,,,,,,,
30.14,,,,,,,,,,0.478903,1.111376,0.329553,,,,,,,,,,,,
30.15,,,,,,,,,,0.479013,1.110668,0.330068,,,,,,,,,,,,
30.16,,,,,,,,,,0.479327,1.109863,0.330568,,,,,,,,,,,,
30.17,,,,,,,,,,0.479369,1.109024,0.33112,,,,,,,,,,,,
30.18,,,,,,,,,,0.479575,1.10802,0.331771,,,,,,,,,,,,
30.19,,,,,,,,,,0.479734,1.107226,0.332467,,,,,,,,,,,,
30.2,,,,,,,,,,0.480053,1.106177,0.333306,,,,,,,,,,,,
30.21,,,,,,,,,,0.480332,1.105188,0.334207,,,,,,,,,,,,
30.22,,,,,,,,,,0.480602,1.104025,0.334682,,,,,,,,,,,,
30.23,,,,,,,,,,0.480783,1.102978,0.335573,,,,,,,,,,,,
30.24,,,,,,,,,,0.481112,1.101885,0.336648,,,,,,,,,,,,
30.25,,,,,,,,,,0.481216,1.101018,0.337889,,,,,,,,,,,,
30.26,,,,,,,,,,0.481184,1.099997,0.338583,,,,,,,,,,,,
30.27,,,,,,,,,,0.48142,1.098996,0.339649,,,,,,,,,,,,
30.28,,,,,,,,,,0.481639,1.098056,0.340767,,,,,,,,,,,,
30.29,,,,,,,,,,0.481928,1.097201,0.34168,,,,,,,,,,,,
30.3,,,,,,,,,,0.481883,1.096487,0.342687,,,,,,,,,,,,
30.31,,,,,,,,,,0.481792,1.095636,0.343838,,,,,,,,,,,,
30.32,,,,,,,,,,0.481891,1.094961,0.344792,,,,,,,,,,,,
30.33,,,,,,,,,,0.482085,1.09415,0.345688,,,,,,,,,,,,
30.34,,,,,,,,,,0.482475,1.093382,0.346581,,,,,,,,,,,,
30.35,,,,,,,,,,0.482588,1.09274,0.347667,,,,,,,,,,,,
30.36,,,,,,,,,,0.482857,1.091933,0.348583,,,,,,,,,,,,
30.37,,,,,,,,,,0.483165,1.091353,0.349519,,,,,,,,,,,,
30.38,,,,,,,,,,0.483204,1.090662,0.350603,,,,,,,,,,,,
30.39,,,,,,,,,,0.483589,1.089952,0.351625,,,,,,,,,,,,
30.4,,,,,,,,,,0.483844,1.089366,0.352641,,,,,,,,,,,,
30.41,,,,,,,,,,0.484178,1.088703,0.353657,,,,,,,,,,,,
30.42,,,,,,,,,,0.484463,1.088187,0.35456,,,,,,,,,,,,
30.43,,,,,,,,,,0.484862,1.087582,0.35567,,,,,,,,,,,,
30.44,,,,,,,,,,0.485263,1.087031,0.356555,,,,,,,,,,,,
30.45,,,,,,,,,,0.485383,1.086623,0.357544,,,,,,,,,,,,
30.46,,,,,,,,,,0.485585,1.086225,0.358585,,,,,,,,,,,,
30.47,,,,,,,,,,0.485665,1.085896,0.359671,,,,,,,,,,,,
30.48,,,,,,,,,,0.485903,1.085696,0.360587,,,,,,,,,,,,
30.49,,,,,,,,,,0.48621,1.085449,0.361653,,,,,,,,,,,,
30.5,,,,,,,,,,0.486329,1.085319,0.362635,,,,,,,,,,,,
30.51,,,,,,,,,,0.486277,1.085274,0.363801,,,,,,,,,,,,
30.52,,,,,,,,,,0.486528,1.084961,0.364853,,,,,,,,,,,,
30.53,,,,,,,,,,0.486671,1.0848,0.365854,,,,,,,,,,,,
30.54,,,,,,,,,,0.486949,1.084412,0.366976,,,,,,,,,,,,
30.55,,,,,,,,,,0.486843,1.084194,0.368095,,,,,,,,,,,,
30.56,,,,,,,,,,0.487146,1.083842,0.369019,,,,,,,,,,,,
30.57,,,,,,,,,,0.487219,1.083524,0.370156,,,,,,,,,,,,
30.58,,,,,,,,,,0.487293,1.08321,0.371153,,,,,,,,,,,,
30.59,,,,,,,,,,0.487175,1.082793,0.37226,,,,,,,,,,,,
30.6,,,,,,,,,,0.487333,1.082427,0.373126,,,,,,,,,,,,
30.61,,,,,,,,,,0.487476,1.081916,0.374044,,,,,,,,,,,,
30.62,,,,,,,,,,0.487445,1.081585,0.37493,,,,,,,,,,,,
30.63,,,,,,,,,,0.487325,1.081234,0.375747,,,,,,,,,,,,
30.64,,,,,,,,,,0.487208,1.080911,0.376613,,,,,,,,,,,,
30.65,,,,,,,,,,0.487143,1.08062,0.37735,,,,,,,,,,,,
30.66,,,,,,,,,,0.487244,1.080272,0.378025,,,,,,,,,,,,
30.67,,,,,,,,,,0.486753,1.080033,0.378905,,,,,,,,,,,,
30.68,,,,,,,,,,0.486658,1.079816,0.379514,,,,,,,,,,,,
30.69,,,,,,,,,,0.486735,1.079489,0.380126,,,,,,,,,,,,
30.7,,,,,,,,,,0.486495,1.07927,0.380899,,,,,,,,,,,,
30.71,,,,,,,,,,0.486097,1.079094,0.381635,,,,,,,,,,,,
30.72,,,,,,,,,,0.485918,1.078888,0.382292,,,,,,,,,,,,
30.73,,,,,,,,,,0.485886,1.078548,0.38294,,,,,,,,,,,,
30.74,,,,,,,,,,0.48526,1.078308,0.383643,,,,,,,,,,,,
30.75,,,,,,,,,,0.485045,1.078102,0.384196,,,,,,,,,,,,
30.76,,,,,,,,,,0.484816,1.077876,0.384797,,,,,,,,,,,,
30.77,,,,,,,,,,0.484786,1.077527,0.385382,,,,,,,,,,,,
30.78,,,,,,,,,,0.484191,1.077272,0.386159,,,,,,,,,,,,
30.79,,,,,,,,,,0.484052,1.07706,0.386685,,,,,,,,,,,,
30.8,,,,,,,,,,0.483921,1.07687,0.387242,,,,,,,,,,,,
30.81,,,,,,,,,,0.483977,1.076559,0.38777,,,,,,,,,,,,
30.82,,,,,,,,,,0.483475,1.076334,0.38848,,,,,,,,,,,,
30.83,,,,,,,,,,0.48339,1.076137,0.389035,,,,,,,,,,,,
30.84,,,,,,,,,,0.483342,1.07592,0.389626,,,,,,,,,,,,
30.85,,,,,,,,,,0.48338,1.075559,0.390326,,,,,,,,,,,,
30.86,,,,,,,,,,0.483347,1.075333,0.390907,,,,,,,,,,,,
30.87,,,,,,,,,,0.483103,1.075156,0.391575,,,,,,,,,,,,
30.88,,,,,,,,,,0.483076,1.074955,0.392112,,,,,,,,,,,,
30.89,,,,,,,,,,0.48309,1.074615,0.392671,,,,,,,,,,,,
30.9,,,,,,,,,,0.482978,1.074405,0.39313,,,,,,,,,,,,
30.91,,,,,,,,,,0.482826,1.074238,0.393611,,,,,,,,,,,,
30.92,,,,,,,,,,0.482345,1.074095,0.394155,,,,,,,,,,,,
30.93,,,,,,,,,,0.482132,1.073924,0.394521,,,,,,,,,,,,
30.94,,,,,,,,,,0.482075,1.073627,0.394838,,,,,,,,,,,,
30.95,,,,,,,,,,0.481679,1.073364,0.395266,,,,,,,,,,,,
30.96,,,,,,,,,,0.481072,1.073205,0.395693,,,,,,,,,,,,
30.97,,,,,,,,,,0.48072,1.073038,0.39606,,,,,,,,,,,,
30.98,,,,,,,,,,0.480371,1.072852,0.396376,,,,,,,,,,,,
30.99,,,,,,,,,,0.480007,1.072685,0.396686,,,,,,,,,,,,
31,,,,,,,,,,0.479535,1.072428,0.39706,,,,,,,,,,,,
31.01,,,,,,,,,,0.479162,1.072211,0.397362,,,,,,,,,,,,
31.02,,,,,,,,,,0.478672,1.071943,0.397724,,,,,,,,,,,,
31.03,,,,,,,,,,0.478289,1.071767,0.398037,,,,,,,,,,,,
31.04,,,,,,,,,,0.477644,1.071608,0.39842,,,,,,,,,,,,
31.05,,,,,,,,,,0.47728,1.071436,0.398655,,,,,,,,,,,,
31.06,,,,,,,,,,0.47688,1.071301,0.398894,,,,,,,,,,,,
31.07,,,,,,,,,,0.47618,1.071247,0.399216,,,,,,,,,,,,
31.08,,,,,,,,,,0.475724,1.071186,0.399433,,,,,,,,,,,,
31.09,,,,,,,,,,0.475255,1.071152,0.399687,,,,,,,,,,,,
31.1,,,,,,,,,,0.474368,1.071221,0.400072,,,,,,,,,,,,
31.11,,,,,,,,,,0.473769,1.071239,0.400406,,,,,,,,,,,,
31.12,,,,,,,,,,0.4731,1.071232,0.400679,,,,,,,,,,,,
31.13,,,,,,,,,,0.472125,1.071256,0.401107,,,,,,,,,,,,
31.14,,,,,,,,,,0.471353,1.071233,0.401391,,,,,,,,,,,,
31.15,,,,,,,,,,0.470236,1.071264,0.401765,,,,,,,,,,,,
31.16,,,,,,,,,,0.469282,1.071252,0.402057,,,,,,,,,,,,
31.17,,,,,,,,,,0.468005,1.071228,0.402445,,,,,,,,,,,,
31.18,,,,,,,,,,0.466726,1.07128,0.402908,,,,,,,,,,,,
31.19,,,,,,,,,,0.46566,1.071344,0.403254,,,,,,,,,,,,
31.2,,,,,,,,,,0.464309,1.071392,0.403674,,,,,,,,,,,,
31.21,,,,,,,,,,0.462964,1.071485,0.403958,,,,,,,,,,,,
31.22,,,,,,,,,,0.461563,1.071661,0.404303,,,,,,,,,,,,
31.23,,,,,,,,,,0.460292,1.071648,0.404705,,,,,,,,,,,,
31.24,,,,,,,,,,0.458513,1.071866,0.405126,,,,,,,,,,,,
31.25,,,,,,,,,,0.456876,1.072011,0.40549,,,,,,,,,,,,
31.26,,,,,,,,,,0.455504,1.072037,0.405726,,,,,,,,,,,,
31.27,,,,,,,,,,0.453734,1.072177,0.40606,,,,,,,,,,,,
31.28,,,,,,,,,,0.452143,1.072351,0.40629,,,,,,,,,,,,
31.29,,,,,,,,,,0.450123,1.072609,0.406597,,,,,,,,,,,,
31.3,,,,,,,,,,0.448307,1.072747,0.406855,,,,,,,,,,,,
31.31,,,,,,,,,,0.446406,1.072903,0.407153,,,,,,,,,,,,
