Time (Seconds),X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8
49.85,,,,,,,,,,0.543674,1.044209,0.496894,,,,,,,,,,,,
49.86,,,,,,,,,,0.54366,1.044094,0.497061,,,,,,,,,,,,
49.87,,,,,,,,,,0.543712,1.043984,0.496786,,,,,,,,,,,,
49.88,,,,,,,,,,0.543704,1.043883,0.496937,,,,,,,,,,,,
49.89,,,,,,,,,,0.54366,1.043744,0.497068,,,,,,,,,,,,
49.9,,,,,,,,,,0.543658,1.043648,0.497213,,,,,,,,,,,,
49.91,,,,,,,,,,0.543646,1.043567,0.497348,,,,,,,,,,,,
49.92,,,,,,,,,,0.543771,1.043398,0.497471,,,,,,,,,,,,
49.93,,,,,,,,,,0.54377,1.043314,0.49762,,,,,,,,,,,,
49.94,,,,,,,,,,0.543659,1.043171,0.497883,,,,,,,,,,,,
49.95,,,,,,,,,,0.544053,1.043138,0.498991,,,,,,,,,,,,
49.96,,,,,,,,,,0.543644,1.043074,0.499224,,,,,,,,,,,,
49.97,,,,,,,,,,0.543609,1.043066,0.499387,,,,,,,,,,,,
49.98,,,,,,,,,,0.543599,1.043093,0.49957,,,,,,,,,,,,
49.99,,,,,,,,,,0.543575,1.043132,0.499758,,,,,,,,,,,,
50,,,,,,,,,,0.543139,1.043178,0.499071,,,,,,,,,,,,
50.01,,,,,,,,,,0.54311,1.043158,0.499251,,,,,,,,,,,,
50.02,,,,,,,,,,0.543054,1.043177,0.499415,,,,,,,,,,,,
50.03,,,,,,,,,,0.542839,1.043109,0.49896,,,,,,,,,,,,
50.04,,,,,,,,,,0.542793,1.043134,0.499108,,,,,,,,,,,,
50.05,,,,,,,,,,0.542746,1.043166,0.499285,,,,,,,,,,,,
50.06,,,,,,,,,,0.542715,1.043204,0.499464,,,,,,,,,,,,
50.07,,,,,,,,,,0.542347,1.043439,0.499958,,,,,,,,,,,,
50.08,,,,,,,,,,0.542301,1.043467,0.500151,,,,,,,,,,,,
50.09,,,,,,,,,,0.542248,1.043465,0.500358,,,,,,,,,,,,
50.1,,,,,,,,,,0.542201,1.04347,0.500565,,,,,,,,,,,,
50.11,,,,,,,,,,0.542355,1.043231,0.50066,,,,,,,,,,,,
50.12,,,,,,,,,,0.542278,1.043199,0.500825,,,,,,,,,,,,
50.13,,,,,,,,,,0.54219,1.043203,0.500995,,,,,,,,,,,,
50.14,,,,,,,,,,0.542563,1.043257,0.50288,,,,,,,,,,,,
50.15,,,,,,,,,,0.542465,1.043264,0.503041,,,,,,,,,,,,
50.16,,,,,,,,,,0.542026,1.043254,0.503307,,,,,,,,,,,,
50.17,,,,,,,,,,0.541921,1.043281,0.503448,,,,,,,,,,,,
50.18,,,,,,,,,,0.541822,1.043256,0.503565,,,,,,,,,,,,
50.19,,,,,,,,,,0.541717,1.043214,0.503669,,,,,,,,,,,,
50.2,,,,,,,,,,0.541608,1.04317,0.503764,,,,,,,,,,,,
50.21,,,,,,,,,,0.541474,1.043097,0.503865,,,,,,,,,,,,
50.22,,,,,,,,,,0.541346,1.043033,0.503966,,,,,,,,,,,,
50.23,,,,,,,,,,0.540596,1.042562,0.504419,,,,,,,,,,,,
50.24,,,,,,,,,,0.540399,1.042454,0.50452,,,,,,,,,,,,
50.25,,,,,,,,,,0.540201,1.042322,0.504593,,,,,,,,,,,,
50.26,,,,,,,,,,0.540024,1.042209,0.504676,,,,,,,,,,,,
50.27,,,,,,,,,,0.539883,1.04211,0.504731,,,,,,,,,,,,
50.28,,,,,,,,,,0.539712,1.041982,0.504773,,,,,,,,,,,,
50.29,,,,,,,,,,0.539568,1.041866,0.504806,,,,,,,,,,,,
50.3,,,,,,,,,,0.539398,1.04171,0.504838,,,,,,,,,,,,
50.31,,,,,,,,,,0.539262,1.041522,0.504838,,,,,,,,,,,,
50.32,,,,,,,,,,0.539033,1.041338,0.504825,,,,,,,,,,,,
50.33,,,,,,,,,,0.538827,1.041162,0.504818,,,,,,,,,,,,
50.34,,,,,,,,,,0.538657,1.04097,0.504788,,,,,,,,,,,,
50.35,,,,,,,,,,0.538463,1.040761,0.504765,,,,,,,,,,,,
50.36,,,,,,,,,,0.538264,1.040551,0.504751,,,,,,,,,,,,
50.37,,,,,,,,,,0.538096,1.040346,0.504745,,,,,,,,,,,,
50.38,,,,,,,,,,0.537974,1.040112,0.504757,,,,,,,,,,,,
50.39,,,,,,,,,,0.537771,1.039945,0.504769,,,,,,,,,,,,
50.4,,,,,,,,,,0.537587,1.03979,0.504773,,,,,,,,,,,,
50.41,,,,,,,,,,0.537433,1.039657,0.504783,,,,,,,,,,,,
50.42,,,,,,,,,,0.537375,1.039561,0.504809,,,,,,,,,,,,
50.43,,,,,,,,,,0.537183,1.039427,0.504835,,,,,,,,,,,,
50.44,,,,,,,,,,0.537033,1.039289,0.504864,,,,,,,,,,,,
50.45,,,,,,,,,,0.536919,1.039179,0.5049,,,,,,,,,,,,
50.46,,,,,,,,,,0.536782,1.039059,0.504925,,,,,,,,,,,,
50.47,,,,,,,,,,0.536667,1.038977,0.504978,,,,,,,,,,,,
50.48,,,,,,,,,,0.536544,1.038911,0.505017,,,,,,,,,,,,
50.49,,,,,,,,,,0.536362,1.03884,0.505088,,,,,,,,,,,,
50.5,,,,,,,,,,0.536222,1.038797,0.505135,,,,,,,,,,,,
50.51,,,,,,,,,,0.536109,1.038801,0.505197,,,,,,,,,,,,
50.52,,,,,,,,,,0.535953,1.038809,0.505243,,,,,,,,,,,,
50.53,,,,,,,,,,0.535839,1.038841,0.505287,,,,,,,,,,,,
50.54,,,,,,,,,,0.535688,1.038889,0.505302,,,,,,,,,,,,
50.55,,,,,,,,,,0.53549,1.038965,0.505336,,,,,,,,,,,,
50.56,,,,,,,,,,0.535317,1.039017,0.505321,,,,,,,,,,,,
50.57,,,,,,,,,,0.535144,1.039066,0.505286,,,,,,,,,,,,
50.58,,,,,,,,,,0.534922,1.039211,0.505287,,,,,,,,,,,,
50.59,,,,,,,,,,0.534752,1.039285,0.505188,,,,,,,,,,,,
50.6,,,,,,,,,,0.53456,1.039398,0.505115,,,,,,,,,,,,
50.61,,,,,,,,,,0.534373,1.039525,0.505043,,,,,,,,,,,,
50.62,,,,,,,,,,0.534212,1.039658,0.504954,,,,,,,,,,,,
50.63,,,,,,,,,,0.534072,1.039806,0.504872,,,,,,,,,,,,
50.64,,,,,,,,,,0.533934,1.039977,0.504772,,,,,,,,,,,,
50.65,,,,,,,,,,0.533764,1.040154,0.504668,,,,,,,,,,,,
50.66,,,,,,,,,,0.533626,1.040344,0.504533,,,,,,,,,,,,
50.67,,,,,,,,,,0.533412,1.04047,0.504403,,,,,,,,,,,,
50.68,,,,,,,,,,0.533188,1.040616,0.504287,,,,,,,,,,,,
50.69,,,,,,,,,,0.533081,1.040719,0.504135,,,,,,,,,,,,
50.7,,,,,,,,,,0.532995,1.040822,0.503982,,,,,,,,,,,,
50.71,,,,,,,,,,0.532971,1.040935,0.503817,,,,,,,,,,,,
50.72,,,,,,,,,,0.532896,1.041005,0.503667,,,,,,,,,,,,
50.73,,,,,,,,,,0.532852,1.041057,0.503494,,,,,,,,,,,,
50.74,,,,,,,,,,0.532764,1.041088,0.503348,,,,,,,,,,,,
50.75,,,,,,,,,,0.5327,1.041085,0.503141,,,,,,,,,,,,
50.76,,,,,,,,,,0.532648,1.041102,0.502961,,,,,,,,,,,,
50.77,,,,,,,,,,0.532602,1.041119,0.502775,,,,,,,,,,,,
50.78,,,,,,,,,,0.53256,1.041155,0.502581,,,,,,,,,,,,
50.79,,,,,,,,,,0.532485,1.041174,0.502371,,,,,,,,,,,,
50.8,,,,,,,,,,0.53241,1.041209,0.502156,,,,,,,,,,,,
50.81,,,,,,,,,,0.532355,1.041277,0.501917,,,,,,,,,,,,
50.82,,,,,,,,,,0.532309,1.041386,0.501707,,,,,,,,,,,,
50.83,,,,,,,,,,0.532281,1.041529,0.501448,,,,,,,,,,,,
50.84,,,,,,,,,,0.532231,1.041686,0.501135,,,,,,,,,,,,
50.85,,,,,,,,,,0.532142,1.041871,0.500816,,,,,,,,,,,,
50.86,,,,,,,,,,0.532083,1.042048,0.500487,,,,,,,,,,,,
50.87,,,,,,,,,,0.531953,1.04223,0.500172,,,,,,,,,,,,
50.88,,,,,,,,,,0.531924,1.042408,0.4998,,,,,,,,,,,,
50.89,,,,,,,,,,0.531812,1.04256,0.499415,,,,,,,,,,,,
50.9,,,,,,,,,,0.531796,1.042741,0.498947,,,,,,,,,,,,
50.91,,,,,,,,,,0.531774,1.042957,0.498458,,,,,,,,,,,,
50.92,,,,,,,,,,0.531823,1.043175,0.497964,,,,,,,,,,,,
50.93,,,,,,,,,,0.531874,1.043405,0.497475,,,,,,,,,,,,
50.94,,,,,,,,,,0.531897,1.043591,0.496965,,,,,,,,,,,,
50.95,,,,,,,,,,0.531874,1.043748,0.496516,,,,,,,,,,,,
50.96,,,,,,,,,,0.531825,1.043925,0.495998,,,,,,,,,,,,
50.97,,,,,,,,,,0.531844,1.044088,0.495471,,,,,,,,,,,,
50.98,,,,,,,,,,0.531876,1.044194,0.49485,,,,,,,,,,,,
50.99,,,,,,,,,,0.531781,1.044281,0.49423,,,,,,,,,,,,
51,,,,,,,,,,0.532182,1.04473,0.493349,,,,,,,,,,,,
51.01,,,,,,,,,,0.531755,1.044459,0.493069,,,,,,,,,,,,
51.02,,,,,,,,,,0.531677,1.044574,0.49254,,,,,,,,,,,,
51.03,,,,,,,,,,0.531626,1.044647,0.491941,,,,,,,,,,,,
51.04,,,,,,,,,,0.532149,1.045054,0.490938,,,,,,,,,,,,
51.05,,,,,,,,,,0.532057,1.045007,0.490227,,,,,,,,,,,,
51.06,,,,,,,,,,0.531215,1.045053,0.489034,,,,,,,,,,,,
51.07,,,,,,,,,,0.531416,1.044641,0.489094,,,,,,,,,,,,
51.08,,,,,,,,,,0.531569,1.045043,0.48813,,,,,,,,,,,,
51.09,,,,,,,,,,0.531824,1.045041,0.487353,,,,,,,,,,,,
51.1,,,,,,,,,,0.531693,1.044984,0.486524,,,,,,,,,,,,
51.11,,,,,,,,,,0.53085,1.045002,0.485199,,,,,,,,,,,,
51.12,,,,,,,,,,0.530779,1.044996,0.484463,,,,,,,,,,,,
51.13,,,,,,,,,,0.531561,1.045022,0.484027,,,,,,,,,,,,
51.14,,,,,,,,,,0.530961,1.04469,0.48349,,,,,,,,,,,,
51.15,,,,,,,,,,0.530679,1.045032,0.481759,,,,,,,,,,,,
51.16,,,,,,,,,,0.53063,1.045002,0.480899,,,,,,,,,,,,
51.17,,,,,,,,,,0.531405,1.045008,0.480334,,,,,,,,,,,,
51.18,,,,,,,,,,0.530554,1.044995,0.477767,,,,,,,,,,,,
51.19,,,,,,,,,,0.53062,1.04502,0.477898,,,,,,,,,,,,
51.2,,,,,,,,,,0.531381,1.045027,0.477227,,,,,,,,,,,,
51.21,,,,,,,,,,0.53146,1.045138,0.476181,,,,,,,,,,,,
51.22,,,,,,,,,,0.530602,1.045134,0.474766,,,,,,,,,,,,
51.23,,,,,,,,,,0.530475,1.045112,0.473626,,,,,,,,,,,,
51.24,,,,,,,,,,0.530587,1.045256,0.472364,,,,,,,,,,,,
51.25,,,,,,,,,,0.530549,1.045304,0.471253,,,,,,,,,,,,
51.26,,,,,,,,,,0.531323,1.045345,0.470313,,,,,,,,,,,,
51.27,,,,,,,,,,0.530594,1.045436,0.468617,,,,,,,,,,,,
51.28,,,,,,,,,,0.530512,1.045453,0.46739,,,,,,,,,,,,
51.29,,,,,,,,,,0.530622,1.045568,0.465907,,,,,,,,,,,,
51.3,,,,,,,,,,0.530565,1.045577,0.464606,,,,,,,,,,,,
51.31,,,,,,,,,,0.531358,1.045684,0.463611,,,,,,,,,,,,
51.32,,,,,,,,,,0.530602,1.045755,0.461772,,,,,,,,,,,,
51.33,,,,,,,,,,0.530423,1.04577,0.460435,,,,,,,,,,,,
51.34,,,,,,,,,,0.530539,1.045895,0.458431,,,,,,,,,,,,
51.35,,,,,,,,,,0.530275,1.046001,0.457439,,,,,,,,,,,,
51.36,,,,,,,,,,0.530376,1.046189,0.455484,,,,,,,,,,,,
51.37,,,,,,,,,,0.530133,1.04629,0.454449,,,,,,,,,,,,
51.38,,,,,,,,,,0.529912,1.046496,0.452878,,,,,,,,,,,,
51.39,,,,,,,,,,0.530629,1.046627,0.451671,,,,,,,,,,,,
51.4,,,,,,,,,,0.529854,1.046695,0.44959,,,,,,,,,,,,
51.41,,,,,,,,,,0.529991,1.046643,0.447867,,,,,,,,,,,,
51.42,,,,,,,,,,0.529835,1.046745,0.446068,,,,,,,,,,,,
51.43,,,,,,,,,,0.529984,1.046645,0.44424,,,,,,,,,,,,
51.44,,,,,,,,,,0.530024,1.046685,0.44225,,,,,,,,,,,,
51.45,,,,,,,,,,0.530029,1.046687,0.440417,,,,,,,,,,,,
51.46,,,,,,,,,,0.529958,1.046713,0.438533,,,,,,,,,,,,
51.47,,,,,,,,,,0.529796,1.046842,0.436713,,,,,,,,,,,,
51.48,,,,,,,,,,0.530017,1.046845,0.434807,,,,,,,,,,,,
51.49,,,,,,,,,,0.529851,1.047114,0.432998,,,,,,,,,,,,
51.5,,,,,,,,,,0.530125,1.047195,0.431078,,,,,,,,,,,,
51.51,,,,,,,,,,0.530293,1.047446,0.42908,,,,,,,,,,,,
51.52,,,,,,,,,,0.530244,1.04773,0.427109,,,,,,,,,,,,
51.53,,,,,,,,,,0.530517,1.047842,0.425104,,,,,,,,,,,,
51.54,,,,,,,,,,0.530749,1.048111,0.422982,,,,,,,,,,,,
51.55,,,,,,,,,,0.530637,1.048426,0.420949,,,,,,,,,,,,
51.56,,,,,,,,,,0.530848,1.048742,0.418727,,,,,,,,,,,,
51.57,,,,,,,,,,0.530768,1.048983,0.416742,,,,,,,,,,,,
51.58,,,,,,,,,,0.530834,1.049305,0.414402,,,,,,,,,,,,
51.59,,,,,,,,,,0.530928,1.049569,0.411749,,,,,,,,,,,,
51.6,,,,,,,,,,0.530875,1.049942,0.409943,,,,,,,,,,,,
51.61,,,,,,,,,,0.530766,1.050307,0.407743,,,,,,,,,,,,
51.62,,,,,,,,,,0.530784,1.050605,0.40542,,,,,,,,,,,,
51.63,,,,,,,,,,0.530585,1.050965,0.403189,,,,,,,,,,,,
51.64,,,,,,,,,,0.530611,1.05129,0.400885,,,,,,,,,,,,
51.65,,,,,,,,,,0.530816,1.051448,0.398612,,,,,,,,,,,,
51.66,,,,,,,,,,0.530707,1.051736,0.396353,,,,,,,,,,,,
51.67,,,,,,,,,,0.530895,1.052009,0.39399,,,,,,,,,,,,
51.68,,,,,,,,,,0.531114,1.052286,0.391608,,,,,,,,,,,,
51.69,,,,,,,,,,0.531459,1.052505,0.38942,,,,,,,,,,,,
51.7,,,,,,,,,,0.531406,1.052931,0.387156,,,,,,,,,,,,
51.71,,,,,,,,,,0.531689,1.05348,0.385058,,,,,,,,,,,,
51.72,,,,,,,,,,0.531919,1.054006,0.382857,,,,,,,,,,,,
51.73,,,,,,,,,,0.532023,1.054582,0.380889,,,,,,,,,,,,
51.74,,,,,,,,,,0.532123,1.055152,0.378901,,,,,,,,,,,,
51.75,,,,,,,,,,0.531966,1.055838,0.377052,,,,,,,,,,,,
51.76,,,,,,,,,,0.532183,1.05647,0.375049,,,,,,,,,,,,
51.77,,,,,,,,,,0.532073,1.05723,0.373209,,,,,,,,,,,,
51.78,,,,,,,,,,0.532473,1.057775,0.371201,,,,,,,,,,,,
51.79,,,,,,,,,,0.532265,1.058448,0.36941,,,,,,,,,,,,
51.8,,,,,,,,,,0.532357,1.058932,0.367538,,,,,,,,,,,,
51.81,,,,,,,,,,0.53215,1.059491,0.365784,,,,,,,,,,,,
51.82,,,,,,,,,,0.532532,1.059852,0.363828,,,,,,,,,,,,
51.83,,,,,,,,,,0.532236,1.060284,0.362177,,,,,,,,,,,,
51.84,,,,,,,,,,0.532404,1.060722,0.360354,,,,,,,,,,,,
51.85,,,,,,,,,,0.532428,1.061076,0.358627,,,,,,,,,,,,
51.86,,,,,,,,,,0.532547,1.061418,0.356981,,,,,,,,,,,,
51.87,,,,,,,,,,0.532357,1.061809,0.355381,,,,,,,,,,,,
51.88,,,,,,,,,,0.532654,1.062042,0.353773,,,,,,,,,,,,
51.89,,,,,,,,,,0.532534,1.062421,0.352127,,,,,,,,,,,,
51.9,,,,,,,,,,0.532953,1.062658,0.350451,,,,,,,,,,,,
51.91,,,,,,,,,,0.532799,1.063079,0.349086,,,,,,,,,,,,
51.92,,,,,,,,,,0.533112,1.06307,0.346957,,,,,,,,,,,,
51.93,,,,,,,,,,0.532948,1.063413,0.345615,,,,,,,,,,,,
51.94,,,,,,,,,,0.533123,1.063858,0.344025,,,,,,,,,,,,
51.95,,,,,,,,,,0.533109,1.064215,0.342851,,,,,,,,,,,,
51.96,,,,,,,,,,0.533023,1.064701,0.341501,,,,,,,,,,,,
51.97,,,,,,,,,,0.533217,1.065015,0.340117,,,,,,,,,,,,
51.98,,,,,,,,,,0.533149,1.065618,0.339,,,,,,,,,,,,
51.99,,,,,,,,,,0.53315,1.066152,0.337812,,,,,,,,,,,,
52,,,,,,,,,,0.533141,1.066665,0.336709,,,,,,,,,,,,
52.01,,,,,,,,,,0.533243,1.067182,0.335614,,,,,,,,,,,,
52.02,,,,,,,,,,0.532937,1.067791,0.334848,,,,,,,,,,,,
52.03,,,,,,,,,,0.532944,1.068241,0.333804,,,,,,,,,,,,
52.04,,,,,,,,,,0.532989,1.068819,0.333073,,,,,,,,,,,,
52.05,,,,,,,,,,0.532914,1.069088,0.332224,,,,,,,,,,,,
52.06,,,,,,,,,,0.532889,1.069549,0.331434,,,,,,,,,,,,
52.07,,,,,,,,,,0.532647,1.069792,0.330766,,,,,,,,,,,,
52.08,,,,,,,,,,0.532857,1.069902,0.329832,,,,,,,,,,,,
52.09,,,,,,,,,,0.533228,1.069145,0.328626,,,,,,,,,,,,
52.1,,,,,,,,,,0.531568,1.070429,0.329139,,,,,,,,,,,,
52.11,,,,,,,,,,0.531392,1.070552,0.328654,,,,,,,,,,,,
52.12,,,,,,,,,,0.531,1.07084,0.327995,,,,,,,,,,,,
52.13,,,,,,,,,,0.530797,1.070955,0.32747,,,,,,,,,,,,
52.14,,,,,,,,,,0.530605,1.071139,0.327022,,,,,,,,,,,,
52.15,,,,,,,,,,0.530417,1.071321,0.326349,,,,,,,,,,,,
52.16,,,,,,,,,,0.530166,1.071513,0.325787,,,,,,,,,,,,
52.17,,,,,,,,,,0.529892,1.071697,0.325229,,,,,,,,,,,,
52.18,,,,,,,,,,0.529257,1.072208,0.324799,,,,,,,,,,,,
52.19,,,,,,,,,,0.528994,1.072336,0.324374,,,,,,,,,,,,
52.2,,,,,,,,,,0.532749,1.069151,0.321592,,,,,,,,,,,,
52.21,,,,,,,,,,0.532537,1.0691,0.321048,,,,,,,,,,,,
52.22,,,,,,,,,,0.532422,1.069049,0.320266,,,,,,,,,,,,
52.23,,,,,,,,,,0.532193,1.068999,0.319788,,,,,,,,,,,,
52.24,,,,,,,,,,0.531737,1.06922,0.31943,,,,,,,,,,,,
52.25,,,,,,,,,,0.531471,1.069157,0.318879,,,,,,,,,,,,
52.26,,,,,,,,,,0.531209,1.069085,0.318417,,,,,,,,,,,,
52.27,,,,,,,,,,0.530991,1.069038,0.318014,,,,,,,,,,,,
52.28,,,,,,,,,,0.53093,1.069027,0.317463,,,,,,,,,,,,
52.29,,,,,,,,,,0.530731,1.068911,0.317102,,,,,,,,,,,,
52.3,,,,,,,,,,0.530541,1.068803,0.316782,,,,,,,,,,,,
52.31,,,,,,,,,,0.530357,1.068646,0.316417,,,,,,,,,,,,
52.32,,,,,,,,,,,,,,,,,,,,,,,,
52.33,,,,,,,,,,,,,,,,,,,,,,,,
52.34,,,,,,,,,,0.52983,1.068526,0.315517,,,,,,,,,,,,
52.35,,,,,,,,,,0.530127,1.068188,0.314869,,,,,,,,,,,,
52.36,,,,,,,,,,0.530087,1.068007,0.314533,,,,,,,,,,,,
52.37,,,,,,,,,,0.530049,1.067796,0.314199,,,,,,,,,,,,
52.38,,,,,,,,,,0.52999,1.067565,0.31386,,,,,,,,,,,,
52.39,,,,,,,,,,0.530161,1.067019,0.313357,,,,,,,,,,,,
52.4,,,,,,,,,,0.530085,1.066728,0.312991,,,,,,,,,,,,
52.41,,,,,,,,,,0.529999,1.066405,0.312621,,,,,,,,,,,,
52.42,,,,,,,,,,0.530007,1.066111,0.311996,,,,,,,,,,,,
52.43,,,,,,,,,,0.529895,1.065728,0.311547,,,,,,,,,,,,
52.44,,,,,,,,,,0.529974,1.065039,0.310889,,,,,,,,,,,,
52.45,,,,,,,,,,0.529803,1.064623,0.310398,,,,,,,,,,,,
52.46,,,,,,,,,,0.529627,1.064224,0.309954,,,,,,,,,,,,
52.47,,,,,,,,,,0.52942,1.063819,0.309486,,,,,,,,,,,,
52.48,,,,,,,,,,0.529202,1.063412,0.309032,,,,,,,,,,,,
52.49,,,,,,,,,,0.528964,1.062951,0.308526,,,,,,,,,,,,
52.5,,,,,,,,,,0.528656,1.062477,0.308289,,,,,,,,,,,,
52.51,,,,,,,,,,0.528829,1.061893,0.307548,,,,,,,,,,,,
52.52,,,,,,,,,,0.528676,1.061447,0.307094,,,,,,,,,,,,
52.53,,,,,,,,,,0.528494,1.060974,0.306581,,,,,,,,,,,,
52.54,,,,,,,,,,0.528333,1.060522,0.306113,,,,,,,,,,,,
52.55,,,,,,,,,,0.528216,1.060087,0.30569,,,,,,,,,,,,
52.56,,,,,,,,,,0.528307,1.059388,0.305121,,,,,,,,,,,,
52.57,,,,,,,,,,0.528191,1.058945,0.30468,,,,,,,,,,,,
52.58,,,,,,,,,,0.528035,1.05849,0.304218,,,,,,,,,,,,
52.59,,,,,,,,,,0.528224,1.057834,0.30341,,,,,,,,,,,,
52.6,,,,,,,,,,0.528132,1.057405,0.303011,,,,,,,,,,,,
52.61,,,,,,,,,,0.528021,1.056995,0.302625,,,,,,,,,,,,
52.62,,,,,,,,,,0.527876,1.056559,0.302216,,,,,,,,,,,,
52.63,,,,,,,,,,0.527609,1.056089,0.302044,,,,,,,,,,,,
52.64,,,,,,,,,,0.527491,1.055666,0.301649,,,,,,,,,,,,
52.65,,,,,,,,,,0.52738,1.055249,0.301251,,,,,,,,,,,,
52.66,,,,,,,,,,0.527593,1.05465,0.300568,,,,,,,,,,,,
52.67,,,,,,,,,,0.527496,1.054292,0.300272,,,,,,,,,,,,
52.68,,,,,,,,,,0.527636,1.0537,0.29984,,,,,,,,,,,,
52.69,,,,,,,,,,0.527509,1.053358,0.299548,,,,,,,,,,,,
52.7,,,,,,,,,,0.527362,1.053009,0.29926,,,,,,,,,,,,
52.71,,,,,,,,,,0.527225,1.052657,0.298963,,,,,,,,,,,,
52.72,,,,,,,,,,0.527067,1.052265,0.298675,,,,,,,,,,,,
52.73,,,,,,,,,,0.526949,1.051905,0.298423,,,,,,,,,,,,
52.74,,,,,,,,,,0.526685,1.051458,0.298391,,,,,,,,,,,,
52.75,,,,,,,,,,0.52656,1.051037,0.298108,,,,,,,,,,,,
52.76,,,,,,,,,,0.526462,1.050645,0.297885,,,,,,,,,,,,
52.77,,,,,,,,,,0.526374,1.050241,0.297645,,,,,,,,,,,,
52.78,,,,,,,,,,0.526496,1.049594,0.297304,,,,,,,,,,,,
52.79,,,,,,,,,,0.526706,1.049045,0.296786,,,,,,,,,,,,
52.8,,,,,,,,,,0.526598,1.048654,0.296642,,,,,,,,,,,,
52.81,,,,,,,,,,0.526507,1.048229,0.296511,,,,,,,,,,,,
52.82,,,,,,,,,,0.526281,1.047734,0.296615,,,,,,,,,,,,
52.83,,,,,,,,,,0.526224,1.047312,0.296524,,,,,,,,,,,,
52.84,,,,,,,,,,0.52641,1.046674,0.296327,,,,,,,,,,,,
52.85,,,,,,,,,,0.526353,1.046313,0.296288,,,,,,,,,,,,
52.86,,,,,,,,,,0.526294,1.04591,0.296248,,,,,,,,,,,,
52.87,,,,,,,,,,0.526128,1.045458,0.296444,,,,,,,,,,,,
52.88,,,,,,,,,,0.526111,1.045081,0.296464,,,,,,,,,,,,
52.89,,,,,,,,,,0.526345,1.044505,0.296412,,,,,,,,,,,,
52.9,,,,,,,,,,0.526349,1.044248,0.296512,,,,,,,,,,,,
52.91,,,,,,,,,,0.526363,1.043945,0.296671,,,,,,,,,,,,
52.92,,,,,,,,,,0.526269,1.043588,0.297126,,,,,,,,,,,,
52.93,,,,,,,,,,0.526549,1.04299,0.29722,,,,,,,,,,,,
52.94,,,,,,,,,,0.526593,1.042661,0.297436,,,,,,,,,,,,
52.95,,,,,,,,,,0.526628,1.042389,0.297663,,,,,,,,,,,,
52.96,,,,,,,,,,0.526552,1.042125,0.298158,,,,,,,,,,,,
52.97,,,,,,,,,,0.526635,1.041939,0.298513,,,,,,,,,,,,
52.98,,,,,,,,,,0.526906,1.041484,0.298726,,,,,,,,,,,,
52.99,,,,,,,,,,0.526939,1.041298,0.299129,,,,,,,,,,,,
53,,,,,,,,,,0.526663,1.041347,0.299912,,,,,,,,,,,,
53.01,,,,,,,,,,0.526593,1.041146,0.300618,,,,,,,,,,,,
53.02,,,,,,,,,,0.526899,1.040792,0.301044,,,,,,,,,,,,
53.03,,,,,,,,,,0.526995,1.040727,0.301625,,,,,,,,,,,,
53.04,,,,,,,,,,0.527069,1.04064,0.302182,,,,,,,,,,,,
53.05,,,,,,,,,,0.527039,1.040472,0.303004,,,,,,,,,,,,
53.06,,,,,,,,,,0.527049,1.040284,0.303811,,,,,,,,,,,,
53.07,,,,,,,,,,0.527217,1.040261,0.3045,,,,,,,,,,,,
53.08,,,,,,,,,,0.527366,1.040272,0.305223,,,,,,,,,,,,
53.09,,,,,,,,,,0.527373,1.040212,0.306146,,,,,,,,,,,,
53.1,,,,,,,,,,0.527759,1.039982,0.306825,,,,,,,,,,,,
53.11,,,,,,,,,,0.527902,1.040009,0.307704,,,,,,,,,,,,
53.12,,,,,,,,,,0.527611,1.040151,0.309104,,,,,,,,,,,,
53.13,,,,,,,,,,0.527783,1.040141,0.310055,,,,,,,,,,,,
53.14,,,,,,,,,,0.528237,1.039995,0.310941,,,,,,,,,,,,
53.15,,,,,,,,,,0.528408,1.040059,0.311918,,,,,,,,,,,,
53.16,,,,,,,,,,0.528157,1.040235,0.313474,,,,,,,,,,,,
53.17,,,,,,,,,,0.528575,1.040024,0.314409,,,,,,,,,,,,
53.18,,,,,,,,,,0.528761,1.040108,0.315518,,,,,,,,,,,,
53.19,,,,,,,,,,0.528567,1.040357,0.31725,,,,,,,,,,,,
53.2,,,,,,,,,,0.528992,1.04021,0.318285,,,,,,,,,,,,
53.21,,,,,,,,,,0.529223,1.040372,0.319552,,,,,,,,,,,,
53.22,,,,,,,,,,0.528965,1.040554,0.321367,,,,,,,,,,,,
53.23,,,,,,,,,,0.529445,1.040454,0.322623,,,,,,,,,,,,
53.24,,,,,,,,,,0.52949,1.040545,0.324188,,,,,,,,,,,,
53.25,,,,,,,,,,0.529635,1.040629,0.325823,,,,,,,,,,,,
53.26,,,,,,,,,,0.529811,1.04079,0.327277,,,,,,,,,,,,
53.27,,,,,,,,,,0.529565,1.041051,0.329345,,,,,,,,,,,,
53.28,,,,,,,,,,0.529956,1.040945,0.330735,,,,,,,,,,,,
53.29,,,,,,,,,,0.529723,1.041267,0.332893,,,,,,,,,,,,
53.3,,,,,,,,,,0.53014,1.041142,0.334403,,,,,,,,,,,,
53.31,,,,,,,,,,0.529866,1.041378,0.336628,,,,,,,,,,,,
53.32,,,,,,,,,,0.534134,1.045676,0.342899,,,,,,,,,,,,
